Text,all_locs,display_name,address_type,lat,lon,bounding_box
"ie)  Lord Bernard proposed the next resolution. He said he came there that day, not to intrude any observations of his own on their assembly, but to take part hi the proceedings of that meeting, which he considered as the most important that ever assembled in Ireland. The noble lord dwelt most pathetically on the distress existing in various parts of the county Cork, and asked, were the starving peasantry to be told that it was inconsistent with the doctrines of political economy that they should be fed—that they should no longer exist. The following is the resolution:—"" That while we affirm that it is the clear and paramount duty of the state to take care that provision be made for the destitute, we regret that the means hitherto adopted for that purpose have on the one hand proved incommensurate with the evil, and on the other hand have induced the expenditure of vast sums of money upon useless or pernicious works. That this most wasteful expenditure, tending, as it does, to diminish our resources, and to increase the probabilities of future famine, has not been the result of neglect on the part of the resident proprietors of Ireland, but of an impolitic and pernicious law, which they have been compelled to carry into effect, notwithstanding repeated protests to the contrary. That though entirely acquiescing in the Justice of imposing upon the land the repayment of all money advanced for reproductive purposes, we solemnly protest, in the name of the owners and occupiers of land in Ireland, against the principle of charging exclusively on their property the money which they have been forced to waste on unproductive works. That the destruction of the staple food of millions of our fellow-subjecits cannot be considered in any other light than that of an imperial calamity; and we claim it as our right that the burden arising from it, has been expended on the unproductive works shall fall on the empire at large, and not be thrown upon Ireland alone, much less upon those classesin Ireland which, have suffered most severely from it. That though considering the present Labour Rate Act as a most mischievous measure to be laid aside whenever a bettor system can be introduced, yet in order to prevent the continuance of the present waste of money, we call upon the legislature to amend that act by enabling each proprietor to take upon himself his proportion of baronial assessment, to be expended on reproductive works upon his own property, and thereby to discharge himself from any further taxation in respect to that particular assessment; and that the objects to which this taxation shall be applied should be extended to all permanent improvements of the land."" (hear.)","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"ie)  Lord Bernard proposed the next resolution. He said he came there that day, not to intrude any observations of his own on their assembly, but to take part hi the proceedings of that meeting, which he considered as the most important that ever assembled in Ireland. The noble lord dwelt most pathetically on the distress existing in various parts of the county Cork, and asked, were the starving peasantry to be told that it was inconsistent with the doctrines of political economy that they should be fed—that they should no longer exist. The following is the resolution:—"" That while we affirm that it is the clear and paramount duty of the state to take care that provision be made for the destitute, we regret that the means hitherto adopted for that purpose have on the one hand proved incommensurate with the evil, and on the other hand have induced the expenditure of vast sums of money upon useless or pernicious works. That this most wasteful expenditure, tending, as it does, to diminish our resources, and to increase the probabilities of future famine, has not been the result of neglect on the part of the resident proprietors of Ireland, but of an impolitic and pernicious law, which they have been compelled to carry into effect, notwithstanding repeated protests to the contrary. That though entirely acquiescing in the Justice of imposing upon the land the repayment of all money advanced for reproductive purposes, we solemnly protest, in the name of the owners and occupiers of land in Ireland, against the principle of charging exclusively on their property the money which they have been forced to waste on unproductive works. That the destruction of the staple food of millions of our fellow-subjecits cannot be considered in any other light than that of an imperial calamity; and we claim it as our right that the burden arising from it, has been expended on the unproductive works shall fall on the empire at large, and not be thrown upon Ireland alone, much less upon those classesin Ireland which, have suffered most severely from it. That though considering the present Labour Rate Act as a most mischievous measure to be laid aside whenever a bettor system can be introduced, yet in order to prevent the continuance of the present waste of money, we call upon the legislature to amend that act by enabling each proprietor to take upon himself his proportion of baronial assessment, to be expended on reproductive works upon his own property, and thereby to discharge himself from any further taxation in respect to that particular assessment; and that the objects to which this taxation shall be applied should be extended to all permanent improvements of the land."" (hear.)","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Lord Farnham felt great pleasure in taking part in the proceedings of the present meeting. The time was come when there ought to be a union between all parties combined for one object, and that object the poor of Ireland (cheers). From the present meeting he (Lord Farnham) augured infinite good to the country. The distress in the county Cavan, he regretted to say, was fully equal to that which existed in any other part of Ireland. It was certainly, the most distressed county in Ulster in the fact he was going to state. In the whole of Ulster the number of persons employed on the public works was 47,903, and of that 27,000 were employed in Cavan (hear, hear). The noble lord concluded by proposing the following - That we have heard, with alarm and regret, that in many districts of Ireland the usual extent of land has not been prepared, and cannot be prepared, for cultivation, owing to the poverty of the occupants, and consequently will be waste during the ensuing year; and while we confidently rely on the exertions of the landed proprietors to protect this","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Lord Farnham felt great pleasure in taking part in the proceedings of the present meeting. The time was come when there ought to be a union between all parties combined for one object, and that object the poor of Ireland (cheers). From the present meeting he (Lord Farnham) augured infinite good to the country. The distress in the county Cavan, he regretted to say, was fully equal to that which existed in any other part of Ireland. It was certainly, the most distressed county in Ulster in the fact he was going to state. In the whole of Ulster the number of persons employed on the public works was 47,903, and of that 27,000 were employed in Cavan (hear, hear). The noble lord concluded by proposing the following - That we have heard, with alarm and regret, that in many districts of Ireland the usual extent of land has not been prepared, and cannot be prepared, for cultivation, owing to the poverty of the occupants, and consequently will be waste during the ensuing year; and while we confidently rely on the exertions of the landed proprietors to protect this","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Lord Farnham felt great pleasure in taking part in the proceedings of the present meeting. The time was come when there ought to be a union between all parties combined for one object, and that object the poor of Ireland (cheers). From the present meeting he (Lord Farnham) augured infinite good to the country. The distress in the county Cavan, he regretted to say, was fully equal to that which existed in any other part of Ireland. It was certainly, the most distressed county in Ulster in the fact he was going to state. In the whole of Ulster the number of persons employed on the public works was 47,903, and of that 27,000 were employed in Cavan (hear, hear). The noble lord concluded by proposing the following - That we have heard, with alarm and regret, that in many districts of Ireland the usual extent of land has not been prepared, and cannot be prepared, for cultivation, owing to the poverty of the occupants, and consequently will be waste during the ensuing year; and while we confidently rely on the exertions of the landed proprietors to protect this","['Ulster', None, 'Ulster, Ireland']","Ulster, Éire / Ireland",region,54.09346585,-7.198979447828666,"['53.7655541', '55.4352974', '-8.8347053', '-6.5498278']"
"Lord Farnham felt great pleasure in taking part in the proceedings of the present meeting. The time was come when there ought to be a union between all parties combined for one object, and that object the poor of Ireland (cheers). From the present meeting he (Lord Farnham) augured infinite good to the country. The distress in the county Cavan, he regretted to say, was fully equal to that which existed in any other part of Ireland. It was certainly, the most distressed county in Ulster in the fact he was going to state. In the whole of Ulster the number of persons employed on the public works was 47,903, and of that 27,000 were employed in Cavan (hear, hear). The noble lord concluded by proposing the following - That we have heard, with alarm and regret, that in many districts of Ireland the usual extent of land has not been prepared, and cannot be prepared, for cultivation, owing to the poverty of the occupants, and consequently will be waste during the ensuing year; and while we confidently rely on the exertions of the landed proprietors to protect this","['Ulster', None, 'Ulster, Ireland']","Ulster, Éire / Ireland",region,54.09346585,-7.198979447828666,"['53.7655541', '55.4352974', '-8.8347053', '-6.5498278']"
"Lord Farnham felt great pleasure in taking part in the proceedings of the present meeting. The time was come when there ought to be a union between all parties combined for one object, and that object the poor of Ireland (cheers). From the present meeting he (Lord Farnham) augured infinite good to the country. The distress in the county Cavan, he regretted to say, was fully equal to that which existed in any other part of Ireland. It was certainly, the most distressed county in Ulster in the fact he was going to state. In the whole of Ulster the number of persons employed on the public works was 47,903, and of that 27,000 were employed in Cavan (hear, hear). The noble lord concluded by proposing the following - That we have heard, with alarm and regret, that in many districts of Ireland the usual extent of land has not been prepared, and cannot be prepared, for cultivation, owing to the poverty of the occupants, and consequently will be waste during the ensuing year; and while we confidently rely on the exertions of the landed proprietors to protect this","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
Mr. Monsell begged to suggest that Captain Osbome had mistaken the resolution. It did not propose that the government should supply the farmers of Ireland with - seed (hear hear.),"['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Mr. O’Connell, at this stage of the proceedings, stated that a memorial had just been handed to him from the trades of Dublin, requesting him to read it to the meeting, and he wished to know if it was their pleasure that it should be read (hear)?.","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"Captain Osborne then came forward to move the next resolution. He said that if the English people found the Irish landlords coming before them on every occasion as beggars, it should, necessarily, have a tendency to lower the national character, and would induce the belief that their object in seeking relief was solely fo save their own pockets (hear, hear). He denied that the press of England echoed the sentiments of the people of England. He turned from the press to the people, and by their acts he judged them. When he regarded the magnificent subscription which was being collected in England for the relief of Ireland, he would fearlessly assert that the people of England were not indifferent to the miseries of this country (hear, hear). Already","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"Captain Osborne then came forward to move the next resolution. He said that if the English people found the Irish landlords coming before them on every occasion as beggars, it should, necessarily, have a tendency to lower the national character, and would induce the belief that their object in seeking relief was solely fo save their own pockets (hear, hear). He denied that the press of England echoed the sentiments of the people of England. He turned from the press to the people, and by their acts he judged them. When he regarded the magnificent subscription which was being collected in England for the relief of Ireland, he would fearlessly assert that the people of England were not indifferent to the miseries of this country (hear, hear). Already","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"Captain Osborne then came forward to move the next resolution. He said that if the English people found the Irish landlords coming before them on every occasion as beggars, it should, necessarily, have a tendency to lower the national character, and would induce the belief that their object in seeking relief was solely fo save their own pockets (hear, hear). He denied that the press of England echoed the sentiments of the people of England. He turned from the press to the people, and by their acts he judged them. When he regarded the magnificent subscription which was being collected in England for the relief of Ireland, he would fearlessly assert that the people of England were not indifferent to the miseries of this country (hear, hear). Already","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"Captain Osborne then came forward to move the next resolution. He said that if the English people found the Irish landlords coming before them on every occasion as beggars, it should, necessarily, have a tendency to lower the national character, and would induce the belief that their object in seeking relief was solely fo save their own pockets (hear, hear). He denied that the press of England echoed the sentiments of the people of England. He turned from the press to the people, and by their acts he judged them. When he regarded the magnificent subscription which was being collected in England for the relief of Ireland, he would fearlessly assert that the people of England were not indifferent to the miseries of this country (hear, hear). Already","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Captain Osborne then came forward to move the next resolution. He said that if the English people found the Irish landlords coming before them on every occasion as beggars, it should, necessarily, have a tendency to lower the national character, and would induce the belief that their object in seeking relief was solely fo save their own pockets (hear, hear). He denied that the press of England echoed the sentiments of the people of England. He turned from the press to the people, and by their acts he judged them. When he regarded the magnificent subscription which was being collected in England for the relief of Ireland, he would fearlessly assert that the people of England were not indifferent to the miseries of this country (hear, hear). Already","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"O  £10,000 had been subscribed by ten individuals, and if three weeks were allowed to elapse, that sum would be quadrupled. The gallant gentleman then adverted to the question of emigration, poor laws, and to the colonization of the waste lands- He conceived that a well digested system of emigration would be of incalculable benefit to the country. But emigration should not be confined to the lower classes of agriculturists. If they could prevail on some of those fine young gentlemen who spent their time in shooting snipes and breaking horses to emigrate—if they could prevail on that class to go, they would cover themselves with glory, and have an opportunity of indulging their sporting propensities to greater advantage. It was the duty of the younger branches of the aristocratic houses to emigrate, and they had the example of some of the first and noblest families in England to stimulate them (hear and cheers). Without a facility for emigration the introduction of any modified and extended poor law would be totally inadequate to meet the exigencies of the country (hear, hear). Having dwelt on the proposal for reclaiming the waste lands of Ireland, he concluded by moving the following resolution: ""That powers should be given to the Treasury to advance money by way of loan to railway companies that have obtained their acts; such money to be laid out in making the earth-works of the railway. That as there must be a large amount of population dependent for subsistence during this year upon public or private charity, provision should be made for assisting those to emigrate (with their families) who cannot be supported in this country by the exercise of independent labour"" (hear).","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"O  £10,000 had been subscribed by ten individuals, and if three weeks were allowed to elapse, that sum would be quadrupled. The gallant gentleman then adverted to the question of emigration, poor laws, and to the colonization of the waste lands- He conceived that a well digested system of emigration would be of incalculable benefit to the country. But emigration should not be confined to the lower classes of agriculturists. If they could prevail on some of those fine young gentlemen who spent their time in shooting snipes and breaking horses to emigrate—if they could prevail on that class to go, they would cover themselves with glory, and have an opportunity of indulging their sporting propensities to greater advantage. It was the duty of the younger branches of the aristocratic houses to emigrate, and they had the example of some of the first and noblest families in England to stimulate them (hear and cheers). Without a facility for emigration the introduction of any modified and extended poor law would be totally inadequate to meet the exigencies of the country (hear, hear). Having dwelt on the proposal for reclaiming the waste lands of Ireland, he concluded by moving the following resolution: ""That powers should be given to the Treasury to advance money by way of loan to railway companies that have obtained their acts; such money to be laid out in making the earth-works of the railway. That as there must be a large amount of population dependent for subsistence during this year upon public or private charity, provision should be made for assisting those to emigrate (with their families) who cannot be supported in this country by the exercise of independent labour"" (hear).","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Mr. George Ogle Moore seconded the resolution, and asserted that it was not alms but justice they wanted from England (hear).","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"The Earl of Miltown then proposed the following resolution, and took advantage of the opportunity of expressing his decided opinion in favour of a poor law in its fullest extent:—","['Miltown', None, 'Miltown, Ireland']","Miltown, Dunkitt, The Municipal District of Piltown, County Kilkenny, Leinster, Éire / Ireland",locality,52.306242049999994,-7.151102063752145,"['52.2972165', '52.3153946', '-7.1650732', '-7.1366817']"
"His lordship then moved the resolution as amended, as follows—""That we have heard with alarm and regret that in many districts of Ireland the usual extent of land has not been prepared, and cannot be prepared for cultivation, owing to the poverty of the occupants, and consequently will be waste during the ensuing year; and while we confidently rely on the exertions of the landed proprietors to protect this country from the great evils which must follow from such a neglect, we cannot avoid calling the special attention of government to the alarming reports which have reached us on that important subject. That it is an ascertained fact that the supply of seed in this country will be deficient, and to meet this evil we earnestly - recommend that depots for the sale of seed be opened by government."" (Hear.) —","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Lord Milton proposed the next resolution, as follows— ""That to absorb surplus labour, and at the same time to increase the food produce of the country, piers and harbours for fishery purposes, and model curing-houses, with salt depots attached, should be established along the coast. That with the like object of absorbing labour, and increasing our food supplies, a systematic plan should be adopted for the reclamation of waste lands throughout the country. That in any such system an option should be given to the proprietors of waste lands to undertake the reclamation themselves; and, in order to enable them to do so, means should be placed at their disposal for obtaining public loans for that purpose—the security of such loans to be confined to the land improved—and (subject to due protection of reversionary interests)—every possible facility should be afforded them of alienating their waste lands for the purpose of reclamation. That with the further view of absorbing labour, our representatives be instructed to lay claim to such expenditure upon works and objects of a national character—such as naval dock yards, safety harbours, and packet stations, as ought of right to be allotted to this country. That in addition to these measures a scheme of systematic colonization would, in our opinion, provide the means of subsistence, to a large portion of our destitute population—would relieve many districts in this country which are now unable to support their inhabitants—would benefit the colonies by supplying them with labour—would increase the supply of food throughout the world by bringing fresh land into cultivation—and would largely extend the market for home manufactures. That the class which it is desirable to see emigrating cannot do so by their own resources; and that no one of the other classes benefited by the operation would, separately-taken, find it so profitable as to insure their carrying it out upon a large scale. That it is, therefore, peculiarly the province of the state which represents and protects the interests of all collectively, to promote emigration by direct intervention, as well as by assisting, with information and pecuniary aid, the efforts of individuals and public bodies in promoting this most desirable result (near, hear). In doing so he said he did not wish to disturb the unanimity of the meeting by expressing his particular. views upon some matters which were brought forward; yet, he could not but state that he did not fully approve of all that had been put forward (hear, hear); for instance, he did not consider some of the resolutions applicable to Ireland; and, as to other matters introduced, he thought that, perhaps, they did not go far enough (hear,","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Mr. Godley seconded the motion, and expressed himself an advocate of emigration and colonization under the circumstances in which Ireland was placed (hear, hear). He thought, however, that emigration was a subject which could be introduced at once; whereas, colonization would take much time to prepare, and they had no time to lose (cheers). He (Mr. Godley) had been in America, and when he saw the wretchedness in his own country, he often sighed to think with what comparative comfort many of them might live in if they were to be sent there, and properly taken care of by the mother country (hear, hear).","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Mr. Godley seconded the motion, and expressed himself an advocate of emigration and colonization under the circumstances in which Ireland was placed (hear, hear). He thought, however, that emigration was a subject which could be introduced at once; whereas, colonization would take much time to prepare, and they had no time to lose (cheers). He (Mr. Godley) had been in America, and when he saw the wretchedness in his own country, he often sighed to think with what comparative comfort many of them might live in if they were to be sent there, and properly taken care of by the mother country (hear, hear).","['America', None, 'America, Ireland']",United States,country,39.7837304,-100.445882,"['-14.7608358', '71.5889534', '-180.0000000', '180.0000000']"
"Mr. Robert Bourke, of Hayes, then proposed the next resolution. It was as follows:—""That for affording facilities for private employment, we recommend that the Drainage Acts should be simplified and consolidated; that tenants for life, and other proprietors having a limited estate, should be enabled to obtain public loans (to be a charge exclusively on the land improved), for other permanent improvements of land besides drainage, without any application to the Court of Chancery, provided such permanent improvement shall increase the value of the land seven per cent, per annum; that all such public advances shall be repaid on the principle of the Million Act, in twenty-two annual installments; and that a certain percentage shall be fixed, beyond which preliminary expense and expenses of inspection shall not extend. That with a like object we also recommend that tenants, with the consent of their landlord, should have power to apply for public loans in the same manner as the proprietor himself, and to charge the lands improved with the repayment of the money advanced, the tenant rendering himself responsible for the annual installments that shall accrue during the period of his occupation; and that in order to encourage the investment of the tenant's own capital upon his land, his right to compensation for permanent improvements, in case of his removal, should be recognised by law"" (hear, hear). He said that in his opinion the Labour Act, the 9th and 10th of Victoria, would never have been passed to confiscate the property of the Irish landlords—for that would be its effect if it was to be continued—if such a party as had been formed that day had been formed at an earlier period (hear).","['Victoria', None, 'Victoria, Ireland']","Victoria, Australia",state,-36.5986096,144.6780052,"['-39.1984867', '-33.9807974', '140.9619017', '150.0332821']"
"The Eight Hon. Robert Tighe, of Woodstock, proposed the next resolution, as follows:—"" That to remove the obstacles that now obstruct employment, the laws","['Woodstock', None, 'Woodstock, Ireland']","Woodstock, McHenry County, Illinois, 60098, United States",town,42.3147529,-88.4474302,"['42.2693764', '42.3582400', '-88.4917730', '-88.3849700']"
"Lord Massareene proposed the next resolution. He said he could not but congratulate their noble chairman at presiding over such a meeting—the like of which never took place in Ireland ; for as there was perfect unanimity, and they had heard nothing of ""Old or Young Ireland"" (hear, hear, and laughter). He","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Mr. Wm. Smith O'Brien, M:P., in seconding the motion said he would also adopt the same course, but still he could not abstain from mentioning what delight he felt at being present at such a meeting of Irishmen (hear, hear). As one of the committee he (Mr. O'Brien) was sure they would give him credit for doing all in his power to produce unanimity, and he could assure the meeting he would endeavour to preserve it (hear, hear). It was a source of great pleasure to him to see gentlemen from all parts of the country, of all creeds and politics, coming forward to defend the common interests of their country. He (Mr. O'Brien) admitted that there were some resolutions passed that he would wish to see differently worded, and he would have been glad to have other matters introduced which were left out; but still, in order to affect unanimity, he was satisfied to act upon the suggestion of the committee (hear, hear). As a member of the legislature it would give him (Mr. O'Brien) great pleasure to consider all the questions which were introduced in detail, and he would do so from the bottom of his heart, for he had sighed for years in the English senate house, to see an Irish party formed which would forward justice for Ireland ; and, as they had now such a party, he believed they should get what they required—which otherwise could never be attained (cheers). He said this advisedly, because he felt they were at last in a position to dictate what terms they pleased to the English minister, and they would be unworthy of themselves if they did not dictate their terms (hear, hear). He (Mr. O'Brien) cared not whether Peel, Russell, or Beatinck were in power, they should dictate to them, and demand food for the people (hear, hear)—and reproductive employment to prevent the confiscation of their properties (cheers). This was the course they should adopt, and to effect it he was prepared, if necessary, to go with Captain Osborne and oppose the address, and move a want of confidence if the minister then in power did not at once obey their call (cheers). In conclusion he would suggest that they should be prepared to summon another meeting similar to the one they held, in case they were not met as they expected; for he could state from experience, that the fact of their being so prepared might have the effect of urging on Lord John Russsll to take steps more speedily than he otherwise would.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Mr. Wm. Smith O'Brien, M:P., in seconding the motion said he would also adopt the same course, but still he could not abstain from mentioning what delight he felt at being present at such a meeting of Irishmen (hear, hear). As one of the committee he (Mr. O'Brien) was sure they would give him credit for doing all in his power to produce unanimity, and he could assure the meeting he would endeavour to preserve it (hear, hear). It was a source of great pleasure to him to see gentlemen from all parts of the country, of all creeds and politics, coming forward to defend the common interests of their country. He (Mr. O'Brien) admitted that there were some resolutions passed that he would wish to see differently worded, and he would have been glad to have other matters introduced which were left out; but still, in order to affect unanimity, he was satisfied to act upon the suggestion of the committee (hear, hear). As a member of the legislature it would give him (Mr. O'Brien) great pleasure to consider all the questions which were introduced in detail, and he would do so from the bottom of his heart, for he had sighed for years in the English senate house, to see an Irish party formed which would forward justice for Ireland ; and, as they had now such a party, he believed they should get what they required—which otherwise could never be attained (cheers). He said this advisedly, because he felt they were at last in a position to dictate what terms they pleased to the English minister, and they would be unworthy of themselves if they did not dictate their terms (hear, hear). He (Mr. O'Brien) cared not whether Peel, Russell, or Beatinck were in power, they should dictate to them, and demand food for the people (hear, hear)—and reproductive employment to prevent the confiscation of their properties (cheers). This was the course they should adopt, and to effect it he was prepared, if necessary, to go with Captain Osborne and oppose the address, and move a want of confidence if the minister then in power did not at once obey their call (cheers). In conclusion he would suggest that they should be prepared to summon another meeting similar to the one they held, in case they were not met as they expected; for he could state from experience, that the fact of their being so prepared might have the effect of urging on Lord John Russsll to take steps more speedily than he otherwise would.","['Beatinck', None, 'Beatinck, Ireland']",,,,,
"Mr. Phaire, of the county Wexford, suggested that a petition, if adopted, should only refer to the immediate necessity for a supply of food, and that the other matters alluded to in Mr. La Touche's petition should be left with their representatives (cheers).","['Wexford', None, 'Wexford, Ireland']","Wexford, The Borough District of Wexford, County Wexford, Leinster, Éire / Ireland",town,52.32722375,-6.475865667119691,"['52.3009054', '52.3557712', '-6.5156144', '-6.4447233']"
"A vote of thanks was passed upon the motion of Lord Lismore, seconded by Lord Clanricarde, to the Marquess of Ormonde, and the meeting adjourned.","['Ormonde', None, 'Ormonde, Ireland']","Ormonde, Johannesburg Ward 54, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",suburb,-26.2469444,27.9941667,"['-26.2669444', '-26.2269444', '27.9741667', '28.0141667']"
"Farmers Gazette, January 23"", 1847, page 614","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"I propose that immediately on the assembling of parliament, an act be introduced, ceding to the board of guardians in each union in Ireland, all the unenclosed commonages in such union, for the use and benefit of the union in which they are situate, save and except the Curragh of Kildare, &c., or a competent part thereof.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"O  As the success of any measure intended for the benefit of Ireland mainly depends on its degree of popularity, I propose to give to the board of guardians of each union full control over the agriculturist and his staff, and the rate of wages to be paid on the union works; each guardian to be an ex officio inspector of union works.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Their tendencies will be to increase tenfold the present produce of this country, and furnish the English markets with that additional supply. It will give employment, comfort, consequently, contentment to the poor of Ireland. The labourer will have an opportunity, by good conduct and industry, of redeeming himself from poverty the most chilling, from filth and sickness the most loathsome, and of turning his present cabin—not a good pigstye—into a comfortable home- stead, with a small allotment of land attached, to be cultivated by himself and family, already instructed how to do so in the union works. And while thus be- befitting himself, part of the profits of his labour would go to the liquidation of one of our most pressing public burdens. Thus an agricultural college, based on the best principles, would be founded in each union.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"422  N.B. Should the chairman. of the boards of guardians throughout Ireland deem this letter worthy of their notice, they will greatly oblige me by having it considered at their next monthly meeting, and it will cost but one penny each to let me have","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Farmers Gazette, January 23"", 1847, page 614","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"MY LORDS AND GENTLEMEN, It is with the deepest concern, that, upon your again assembling, I have to call your attention to the dearth of provisions which prevails in Ireland, and in parts of Scotland.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"MY LORDS AND GENTLEMEN, It is with the deepest concern, that, upon your again assembling, I have to call your attention to the dearth of provisions which prevails in Ireland, and in parts of Scotland.","['Scotland', None, 'Scotland, Ireland']","Alba / Scotland, United Kingdom",state,56.7861112,-4.1140518,"['54.4339831', '61.0610000', '-14.0155170', '-0.3209221']"
"In Ireland, especially, the loss of the usual food of the people has been the cause of severe sufferings, of disease, and of greatly increased mortality among the poorer classes; outrages have become more frequent, chiefly directed against property and the transit of provisions have been rendered unsafe in some parts of the country.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"With a view to mitigate those evils, very large numbers of men have been employed, and have received wages in pursuance of an Act passed in the last Session of Parliament. Some deviations from that Act, which have been authorised by the Lord Lieutenant of Ireland, in order to promote more useful employment, will, I trust, receive your sanction. Means have been taken to lessen the pressure of want in districts which are most remote from the ordinary sources of supply. Out- rages have been repressed, as far as it was possible, by the military and police.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"The deficiency of the harvest in France and Germany, and other parts of Europe, have added to the difficulty of obtaining adequate supplies of provisions.","['France', None, 'France, Ireland']",France,country,46.603354,1.8883335,"['-50.2187169', '51.3055721', '-178.3873749', '172.3057152']"
"The deficiency of the harvest in France and Germany, and other parts of Europe, have added to the difficulty of obtaining adequate supplies of provisions.","['Germany', None, 'Germany, Ireland']",Deutschland,country,51.1638175,10.4478313,"['47.2701114', '55.0991610', '5.8663153', '15.0419309']"
"The deficiency of the harvest in France and Germany, and other parts of Europe, have added to the difficulty of obtaining adequate supplies of provisions.","['Europe', None, 'Europe, Ireland']",Europe,continent,51.0,10.0,"['26.0000000', '76.0000000', '-15.0000000', '35.0000000']"
"I have likewise to direct your earnest consideration to the permanent condition of Ireland. You will perceive, in the absence of political excitement, an opportunity for taking a dispassionate survey of the social evils which afflict that part of the United Kingdom.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
